m/z	id	match_form	mz_difference	name	pathway	feature_ID
107.048950279118	N3-METHYLCYTOSINE	M-H2O-H[-]	8.985138799744163e-05	N3-methylcytosine	
117.054586328054	ACETONE	M+CH3COO[-]	-0.0005734866460045396	acetone	ketogenesis$acetone degradation I (to methylglyoxal)
117.054586328054	BUTANAL	M+HCOO[-]	-0.0005735508459849825	butanal	
117.054586328054	CPD-665	M+CH3COO[-]	-0.0005734866460045396	propanal	
117.054586328054	CPD-7000	M+HCOO[-]	-0.0005735508459849825	isobutanal	
117.054586328054	GUANIDOACETIC_ACID	M-H[-]	0.00021127822400046625	guanidinoacetate	creatine biosynthesis
119.033883303697	ACET	M+CH3COO[-]	-0.0005410689030043159	acetate	putrescine degradation III$melatonin degradation II$ethanol degradation IV$morphine biosynthesis$oxidative ethanol degradation III$heparan sulfate biosynthesis (late stages)$<i>N</i>-acetylglucosamine degradation I$ethanol degradation II$acetate conversion to acetyl-CoA
119.033883303697	ACETOL	M+HCOO[-]	-0.0005411331030131805	acetol	methylglyoxal degradation III$acetone degradation I (to methylglyoxal)
119.033883303697	CPD-358	M+HCOO[-]	-0.0005411331030131805	(R)-lactaldehyde	methylglyoxal degradation VI
119.033883303697	LACTALD	M+HCOO[-]	-0.0005411331030131805	(<i>S</i>)-lactaldehyde	
131.033864168871	METHYL-GLYOXAL	M+CH3COO[-]	-0.0005602037290088901	methylglyoxal	methylglyoxal degradation I$methylglyoxal degradation VI$acetone degradation I (to methylglyoxal)$methylglyoxal degradation III
133.049550109292	ACETOL	M+CH3COO[-]	-0.0005243275080033527	acetol	methylglyoxal degradation III$acetone degradation I (to methylglyoxal)
133.049550109292	BUTYRIC_ACID	M+HCOO[-]	-0.0005243917079837956	butanoate	
133.049550109292	CPD-358	M+CH3COO[-]	-0.0005243275080033527	(R)-lactaldehyde	methylglyoxal degradation VI
133.049550109292	LACTALD	M+CH3COO[-]	-0.0005243275080033527	(<i>S</i>)-lactaldehyde	
144.065346240634	2-HYDROXY-2-METHYLPROPANENITRILE	M+CH3COO[-]	-0.0007126113659978728	acetone cyanohydrin	
147.028626644916	2-OXOBUTANOATE	M+HCOO[-]	-0.0007124139840186672	2-oxobutanoate	cysteine biosynthesis/homocysteine degradation (trans-sulfuration)$threonine degradation
147.028626644916	3-KETOBUTYRATE	M+HCOO[-]	-0.0007124139840186672	acetoacetate	ketogenesis$ketolysis$leucine degradation$acetone degradation I (to methylglyoxal)$tyrosine degradation
147.028626644916	CH3-MALONATE-S-ALD	M+HCOO[-]	-0.0007124139840186672	(<i>S</i>)-methylmalonate-semialdehyde	valine degradation
147.028626644916	CPD-12177	M+HCOO[-]	-0.0007124139840186672	(<i>R</i>)-methylmalonate-semialdehyde	
147.028626644916	MALONATE-S-ALD	M+CH3COO[-]	-0.0007123497840098025	malonate semialdehyde	&beta;-alanine degradation
147.028626644916	PYRUVATE	M+CH3COO[-]	-0.0007123497840098025	pyruvate	L-cysteine degradation II$alanine biosynthesis/degradation$gluconeogenesis$glycolysis$methylglyoxal degradation I$L-cysteine degradation I$7-(3-amino-3-carboxypropyl)-wyosine biosynthesis$4-hydroxyproline degradation$glutathione-mediated detoxification$glycine biosynthesis$L-serine degradation$methylglyoxal degradation VI$pyruvate decarboxylation to acetyl CoA$lactate fermentation (reoxidation of cytosolic NADH)
147.028626644916	SUCC-S-ALD	M+HCOO[-]	-0.0007124139840186672	succinate semialdehyde	4-aminobutyrate degradation
147.065213000968	BUTYRIC_ACID	M+CH3COO[-]	-0.0005115000320188301	butanoate	
153.01827181588	CPD-385	M+HCOO[-]	-0.0005025567199936631	1,2-benzoquinone	
165.039085299308	GLYCERATE	M+CH3COO[-]	-0.0008183816919995479	D-glycerate	
165.039888887991	GLYCERATE	M+CH3COO[-]	-1.4793009000868551e-05	D-glycerate	
168.028754991019	GLT	M+Na-2H[-]	0.00032510995899315276	L-glutamate	4-hydroxy-2-nonenal detoxification$serine biosynthesis (phosphorylated route)$lysine degradation II (pipecolate pathway)$L-cysteine degradation I$5-aminoimidazole ribonucleotide biosynthesis$glutathione biosynthesis$histidine degradation$&beta;-alanine degradation$glutamate biosynthesis/degradation$4-hydroxybenzoate biosynthesis$valine degradation$isoleucine degradation$L-dopa degradation$L-glutamine tRNA biosynthesis$UDP-<i>N</i>-acetyl-D-glucosamine biosynthesis II$guanosine ribonucleotides <i>de novo</i> biosynthesis$(S)-reticuline biosynthesis$lysine degradation I (saccharopine pathway)$4-hydroxyproline degradation$glutamate removal from folates$UTP and CTP dephosphorylation II$aspartate biosynthesis$alanine biosynthesis/degradation$UTP and CTP <i>de novo</i> biosynthesis$glutamine degradation/glutamate biosynthesis$ornithine <i>de novo </i> biosynthesis$folate polyglutamylation$malate-aspartate shuttle$proline degradation$UTP and CTP dephosphorylation I$NAD biosynthesis from 2-amino-3-carboxymuconate semialdehyde$glutathione-mediated detoxification$asparagine degradation$L-cysteine degradation II$proline biosynthesis$leucine degradation$tRNA charging$tyrosine degradation$asparagine biosynthesis$UMP biosynthesis$glutamine biosynthesis$4-aminobutyrate degradation
168.028754991019	L-4-HYDROXYGLUTAMATE_SEMIALDEHYDE	M+Na-2H[-]	0.00032510995899315276	L-4-hydroxyglutamate semialdehyde	4-hydroxyproline degradation
178.049645799649	INDOXYL	M+HCOO[-]	-0.0007630523510044895	indoxyl	
181.035520070947	HYPOXANTHINE	M+HCOO[-]	-0.0006357003530013117	hypoxanthine	adenine and adenosine salvage III$adenosine nucleotides degradation$purine deoxyribonucleosides degradation$purine ribonucleosides degradation to ribose-1-phosphate
182.044379603006	CPD-468	M+Na-2H[-]	0.00029965774598395	L-2-aminoadipate	lysine degradation I (saccharopine pathway)$lysine degradation II (pipecolate pathway)
